,tweetText,pos_count,neg_count,sentiment
367,mass exodus students expected lockdown starts highered sv,0,2,Negative
368,rock hard place today spoke alongside academics health education panel university birmingham institute global innovation bigideasuob huge challenges presented uk policing amp communities westmidspcc,4,3,Positive
369,new publication literacy retention language preferences girls boys school closures lessons complementary basic education ghana post schooling rtiintl realbirthday,3,1,Positive
370,great see short case study key role community health workers thailand response blog thenamedicine training social determinants health sdoh,5,2,Positive
371,another lockdown scheduled many people struggling already fragile mental health particular students enjoying freedom growth traditionally comes university life lockdown secondwave,10,4,Positive
372,usa fared poorly new study online learning platform preplycom looked oecd countries assess best elearning infrastructure place edtech remotelearning intled highered,2,2,Neutral
373,create highest quality elearning courses curriculum possible ensuring receive training knowledge needed succeed digibook courseware elearning universities colleges schools educationalinstitute publishers education onlineeducation,2,0,Positive
374,large scale outbreaks epidemicdiseases naturaldisasters amp war affect not health amp wellbeing also education across globe prof daniel burgos discussing number strategies support online teaching amp learning,6,9,Negative
375,hannah ware reflects experiences amp possibilities onlineclassrooms young people learningdisabilities highlights familiar amp protective environment helped provide routine amp reduced socialisolation camedfac canderresearch,3,4,Negative
376,find like students studying russia middle pandemic studyinrussia coronavirus,1,5,Negative
377,dochertyia rsm free resources watch series learning hub subscribe elist latest webinar updates register amp create online account inc nonmembers select meetings amp events amp elearning amp videos,1,3,Negative
378,campbellclaret rate amongst year olds seems high seems like moving online learning students might sensible schools,2,2,Neutral
379,using mentimeter lot context great read paper people report positive engagement experiences joining type interactive learning environment online workshops case edtech,5,1,Positive
380,community placements postponed due practice educator cpftnhs jackie walker joined forces angliaruskin design implement virtual clinical placement experienced virtual placement think,1,1,Neutral
381,hot feedback folks today indicated worthwhile session dyfedpowys wellbeing amp beyond virtual cpd session co run masterful ieuanmy matthewsieuan amp awesome mennad managing chat polls powerpoints time flew org learning follow lots takeaways,9,1,Positive
382,people learning disabilities amongst affected crisis continue excluded forgotten debate planning policy add signature learningdiseng open letter matthancock asking action,0,1,Negative
383,fantastic proactive trust uhdbtrust supports thehcpc returnees amp thank love wrap around carelearning provide come supervised practice access preceptorship forums marvellous well doneiamreadytoreturn,12,2,Positive
384,people learning disabilities times likely die general population government much much,1,1,Neutral
385,children neurodevelopment learning mental health amp schools adhd asd neurodevelopment schools mentalhealth disabilities childdevelopment fidget hyperactive impulsive forgetful inattentive mentalillness epilepsy firstdonoharm,2,7,Negative
386,normalcy significant protective factor mental general health learning schools mentalhealth development normalcy interaction liberty autonomy firstdonoharm immunesystem childdevelopment liverpool unaccompaniedminors,5,3,Positive
387,week union learning reps conference workplaces changing amp reps need adapt new work patterns automation decarbonisation unemployment caused workplace learning meet challenges register,1,2,Negative
388,children likely experiencing worry anxiety fear make sure respond appropriately answering questions coronavirusuk coronavirus coronavirusoutbreak,2,6,Negative
389,make lockdown count get skills knowledge distance learning jobchange offering free elearning courses infection prevention amp control also includes call us book learning,3,5,Negative
390,updated fludetector machine learning model flu prevalence england using data rcgp google encompass first wave tentative estimates show currently significant flu circulation link,1,2,Negative
391,easels edtech pandemic story read get education insights amp impact fenews schools technology edutech learning remotelearning digitallearning wednesdaythoughts wednesdaymotivation,1,2,Negative
392,please share research posts turinginst closing soon nov areas include modelling learning causality amp dynamics interconnected systems spatial modelling generalised models resilient policymaking policy engagement,4,5,Negative
393,looking forward update ms learning amp discussion projects ps get well soon gavingiovannoni theneuroacademy strokepharmjez multiplesclerosis ocrelizumab,1,2,Negative
394,education news daily checkins amp hours work day educationgovuk update remotelearning expectations find schoolsweek schools teachers learning onlinelearning digitallearning wednesdaythoughts,1,4,Negative
395,help stop spread wearing mask public places coronavirusuk coronavirus coronavirusoutbreak,1,3,Negative
396,much families autistic children young people arts crafts veda francesyoung lambeth organisation neurodiversity learning cic community centre need book join due restrictions details,1,6,Negative
397,speech amp language therapy rcslt wishes hear please fill sltsurvey affected access therapy access survey thank,2,2,Neutral
398,rollercoaster year incredible team enrolyourself launched theabundancyfund join donating crowdfunder someone impacted access lifechanging learning experience gtgt,3,2,Positive
399,millions girls worldwide risk never returning classroom pandemic uk special envoy girls education lizsugg writes cityam uk working businesses keep girls learning,1,3,Negative
400,taken toll education edclass offer online learning students absent school uncertain time still take part vital learning catch us sessions see one english lessons,0,5,Negative
401,staff absence threshold year group reached isleofwight school due schools put huge amount pressure ensure covidsafe learning environments many juggle remote classroom learning iwnews,2,4,Negative
402,england people learningdisabilities died times pandemic first wave wider population says pheuk another reminder need learningdisability nurses nursesnothearses,0,3,Negative
403,due spread coronavirus disease across world children affected physical distancing quarantines nationwide school closures let help children coronavirusuk coronavirus coronavirusoutbreak,1,4,Negative
404,research report using educational transitions estimate learningloss due schoolclosures case complementary basic education ghana rtiintl rtiintldev kwameakyeampong realbirthday,2,2,Neutral
405,report literacy retention language preferences girls boys school closures lessons complementary basic education ghana post schooling paulinemrose kwameakyeampong realbirthday,3,1,Positive
406,children isolating learning home leeds successful policy gavinwilliamson school children north seriously disadvantaged bbclooknorth northernpowerhouse,4,4,Neutral
407,accelerated shift digital many employees working home students learning virtually enterprise vpns become lifeline security major focus going forward cybersecuritythreats cyberattacks,1,7,Negative
408,man andijan systematically raped neighbour daughter learning disabilities could not ask help time disabled children adults higher risk violence amp abuse particularly pandemic,1,8,Negative
409,fantastic session learning leaders around world response absolutely must listen learn places like australia india singapore hong kong,3,2,Positive
410,one example esol teachers enfieldcentre leedscitycoll making sure learning continues finding ways stay connected students isolating home teachinginapandemic esolchat ilearnlcc,1,7,Negative
411,read ukwide coronavirus people learning disability study including drnickgore unikent news item includes link family carer sarah walker talking experiences,0,3,Negative
412,not long go looking forward learning challenges amp developments education amp edtech due across wide range perspectives really interesting send socialwork ncbfamily remotelearning children,2,1,Positive
413,winners find london schools tesschoolsawards aka oscars education tes inyourareauk awards teachers teachersrock learning inspiration tuesdaymotivation yougotthis,6,3,Positive
414,new research collaboration led manmetuni warwickuni seek improve support people learning disabilities families watch mmuhpsc prof chrishattoncedr talk project,3,2,Positive
415,shapiro amp mcdonald discuss learning support clinicians beyond offer reachin psychologically safe accessible services wellbeing resilience peersupport,5,3,Positive
416,try taking minutes something kids choose like playing game reading together coronavirus,1,3,Negative
417,hardhitting report last night inequalities people w learning disabilities families facing w mmuhpsc prof chrishattoncedr new research led manmetuni amp warwickuni aims change read,1,5,Negative
418,highly recommend free elearning cpd health fitnessprofessionals learning lot exercise,4,0,Positive
419,blog looking statutory provision home learning examine actually means parents development homeschool relationship effect success homelearning lockdown parentalengagement,4,0,Positive
420,go project funding non ld academicsampresearch institutions research research subject innovation old practice non ld institutions get money far speaking groups get lucky,5,2,Positive
421,great report clarefallon impact people learning disabilities families fantastic young woman sarah walker,2,3,Negative
422,support worker used elearning programme heetel created survey gather feedback users role specific survey takes minutes complete provide us essential evaluation,2,0,Positive
423,people learning disabilities times likely die unacceptable maitlis newsnight learningdisabilities covid deaths people learning disabilities via youtube,1,3,Negative
424,one today calls spoke online learning via zoom wonder told five years ago zoom communication thing rather word used child playing toy cars,2,0,Positive
425,machine learning predict mortality patients via jmirpub machinelearning digitalhealth,2,0,Positive
426,leaders enable learning amp innovation amp beyond take action quickly around permission protection amp policies create conditions changing behaviours lead perfectionism take longer bykatiemartinedu,7,4,Positive
427,one thing done us steep learning curve unlike larger national charities feel best deploy funds make changes quickly highly targeted ways hugely exhausting though,4,6,Negative
428,well done safer new forest partnership newforestdc fab conference today really enjoyed giving everyone update loved learning moderndayslavery domesticabuse childrenatrisk perpetratorsofdv,9,3,Positive
429,social policies learning chlatam session two underway chrissabatini ashesterinina santiago levy brookingsinst martaschoch feliciaknaul,0,2,Negative
430,death rate people learningdisabilities six times higher general population,0,1,Negative
431,notes virtual gemba small manufacturer relying lean thinking keep business running crisis overcome disruption supply chain even innovate post learning fast crisis appeared,3,5,Negative
432,save lives getting information people need ready fight coronavirusuk coronavirus coronavirusoutbreak,1,3,Negative
433,people learning disabilities much likely die virus learningdisabilities,1,2,Negative
434,learning live uncertainty support mental health amp improve wellbeing challenging times read latest blog find gain control uncertainty amp understand impact mondaymotivation wellbeing,6,3,Positive
435,kicking chlatam chrissabatini andrés rozental comexi víctor rico agendacaf amp londonvinjamuri opening remarks challenges ahead region learning responses far,0,2,Negative
436,people learningdisabilities higher death rate new report pheuk,0,1,Negative
437,statement valuing people alliance long awaited reports deaths people learningdisabilities,0,1,Negative
438,learning together justistogether currently finishing collaborative poetry writing exercise brilliant creative writing students cambridgeuni hmpwhitemoor psjuk special issue poetrywriting prisoners exprisoners,2,6,Negative
439,placebasedpilot look importance health resilience everyone learning covid gmhsc nhshealthedeng,1,1,Neutral
440,online music resources support people different health needs lockdown amp pandemic videos free access available belltreecentre website musictherapy music resources,4,4,Neutral
441,shapiro amp mcdonald discuss learning support clinicians beyond emotional fallout viewed occupational hazard within peer support model key wellbeing resilience peersupport,3,5,Negative
442,thanks nt address points appreciate new virus learning time maybe questions perhaps not answered infected long immunity last q vaccine doubt anyone knows atm working cure,5,3,Positive
443,sudnow book ways hand apt reminder importance touch learning play instrument social anthropology singing fingers touch socialdistance lockdown piano anthropology,0,1,Negative
444,fabnhsstuff roylilley thank trying cover lot ground main thrust learning virtual series working across boundaries building future might interest whoseshoes coproduction session co beckymalby,2,3,Negative
445,genevaforum drtedros thrown everything disruption chainsoftransmission using every member healthcare teams every ounce thier energy learning winning national unity global solidarity everything matters,7,5,Positive
446,miss learning new things complete strangers finding commonality spontaneous conversation also miss free coffee seems not alone according research miss conferences events hospitality,2,8,Negative
447,international local health organisations encourage everyone practise good personal hygiene frequently washing hands soap water least seconds coronavirusuk coronavirus coronavirusoutbreak,4,4,Neutral
448,deaths people learning disabilities report leder programme easyread people not resuscitate decision made death coronavirus learningdifficulites learningdisabilities,2,3,Negative
449,important understand risks guidance amp rights treatment needed coronavirus accessibleinformation equalityforall equaltreatment learningdifficulties learningdisabilities,3,5,Negative
450,voter suppression happen uk could even rages brexitshambles continues government undermines democracy,0,8,Negative
451,rcslt sltsurvey open everyone across uk whether england scotland wales northern ireland want hear experiences accessing speech amp language therapy access survey,1,2,Negative
452,whoseshoes fwmaternity warwickctu theobspod rcobsgyn aliwrightobgyn morrisep ptsafetylearn thank fwmaternity inspiring theobspod humancentred digital innovation encapsulates wisdom authenticity shared learning inclusivity adaptation humility agile leadership,11,2,Positive
453,shielder everything help get winter learning macro photography get back garden online exercise classes experimenting new recipes using essential oils destress tips wellbeing,4,2,Positive
454,stop spread frequently cleaning disinfecting touched objects surfaces coronavirusuk coronavirus coronavirusoutbreak,3,5,Negative
455,seanstowell iredalepolitics tim iredalepolitics knew carehome residents mixture disabilities learning disabilities capacity stressed ones capacity get isolated made worse bbcpn,1,8,Negative
456,exposed not weaknesses individuals weaknesses people learning disabilities supported,2,3,Negative
457,excellent phe report mortality people learning disabilities chrishatton suggests probably best account important questions take long produce mean future vaccination,4,0,Positive
458,sad people learning disabilities times likely die general public unacceptable happening,1,3,Negative
459,nurse used elearning programme heetel created survey gather feedback users role specific survey takes minutes complete provide us essential evaluation wenurses thercn,0,0,Neutral
460,boring learning going come go next one hits borishasfailedthenation exercisecygnus,1,4,Negative
461,let us help break chain transmission mandatory training group urges everyone follow coronavirus guidance respective local health authorities coronavirusuk,3,3,Neutral
462,free online business courses learning onlineclasses onlinemarketing onlinejob onlinebusiness safety courses,2,2,Neutral
463,let us help break chain transmission mandatory compliance urges everyone follow coronavirus guidance respective local health authorities coronavirusuk,3,3,Neutral
464,superb blog imperialqi fab laracritchie summarising learnt imperialpeople responded imperialnhs humbling see much pulled together unprecedented time kindness,4,6,Negative
465,report not shine light much wider impact people learning disabilities close important voices included learn recent call healthfdn impact inquiry,3,1,Positive
466,recent pheuk report deaths people learningdisabilities deeply upsetting adjusting data incompleteness estimated people learning disabilities crude death rate times general population,0,7,Negative
467,essential britons follow new coronavirus restrictions stay home help fight please refer image know allowed leave house coronavirusuk,1,6,Negative
468,essential britons follow new coronavirus restrictions stay home help fight please refer image know allowed leave house coronavirusuk coronavirus,1,6,Negative
469,ensure capture good stuff make sure go back old habits added pslhub earlier week improvementcym learning covid toolkit patentsafety sharedlearning qualityimprovement,4,2,Positive
470,access sustainable food systems learning resource hundreds items sorted theme collated damianmaye since march amp updated weekly,1,4,Negative
471,sick whole situation bereft collective experiences nourished become tattered society side opportunity learning govermentshit,2,4,Negative
472,world continues face pandemic knowing get facts vital mental health wellbeing stay safe informed coronavirusuk coronavirus coronavirusoutbreak,5,4,Positive
473,childreninneed ever local projects amp community groups need support young people illness disability grief mental health learning magnified challenges amp family donatenow pudsey worldkindnessday,4,2,Positive
474,primary catchup curriculum working everyone children enjoying learning mental health paying price catchupcurriculum teacher primaryschool lockdown gavinwilliamson mentalhealth childmentalhealth borisjohnson,5,2,Positive
475,wonderfully eloquent bang point always people learning disabilities x likely die karinsmyth kerrymp darrenpjones thangammp,6,4,Positive
476,news article hub covid deaths people learning disability england six times average via guardian pslhub patientsafety learningdisabilities,3,2,Positive
477,interested learning emf safety african economy asia pacific mobileeconomy report throughout week taking deepdive key topics instagram check latest posts,2,3,Negative
478,learningdisability people learning disabilities six times likely die first wave pandemic analysis shows,1,2,Negative
479,sad read not allow people learning disability forgotten overlooked coming months rapid testing must given social care sector priority allow hardworking staff deliver best possible care,3,4,Negative
480,realdonaldtrump breitbartnews guess might time concede sir think handling pandemic amp relaxed attitude put americans shame hey never stop learning,3,5,Negative
481,guess might time concede trump lost us election probably lost handling pandemic ahhh well never stop learning life god help america,3,3,Neutral
482,please find symptom checker tool people learning disabilities,1,4,Negative
483,forced us take good look hygiene practices cars subjected lot unsanitary moments created video help find germ hotspots learn key areas germs lurk,2,2,Neutral
484,welcome new lordspublicscom report highlights important lessons publicservices read response full,2,1,Positive
485,pandemic wearing mask shows kindness happiness wear mask stop spread virus coronavirusuk coronavirus coronavirusoutbreak,3,4,Negative
486,young children slipping back learning social skills due pandemic earlyyears eyfs education edutwitter,1,3,Negative
487,seen coming said people learning disabilities huge risk pay attention important read tuffreywijne summarising pheuk report deaths people learning disabilities,2,4,Negative
488,excellent reporting bbcworldatone shining light feared lack adequate support disabled people learning disabilities action please,6,6,Neutral
489,thing people reflect learning points something pandemic done poledancing looked teaching amp learning adapted offline amp onlineclasses amp pole stuff,1,2,Negative
490,importance ccompanyculture hrexecmag,0,1,Negative
491,truly shameful people learning disability possibly group remain vulnerable included first vaccine cohort learningdisability societyguardian,0,4,Negative
492,list learning resources firetechcamp families use support child learning home emotionally reassure help thrive challenging times schoolclosureuk stemathome,4,5,Negative
493,welcome news minister social care helenwhately asking sage review unacceptably death rate people learning disability learningdisability socialcare autism,1,4,Negative
494,sadness turning anger people learning disability not children lesser god simply children death rate group inexcusable dare not mention elderly bampme care workers,2,5,Negative
495,fridaythoughts state educational technology postpandemic world think edtech edutech schools learning postcovid marketing digitalmarketing insights,0,3,Negative
496,people learning disabilities four times likely die rest population data revealed careengland sciesocialcare socialcare learningdisability,2,1,Positive
497,people learning disabilities six times likely die first wave pandemic analysis shows report public health england phe found death rate learning disability times higher age group,2,3,Negative
498,shocking new findings pheuk indicate people learning disabilities likely die wave imperative learn crucial lessons recent past prevent time,1,7,Negative
499,ukmalayalee home bame deaths enough done learning first wave,1,2,Negative
500,students embracing independent learning never gcsepod feedback students progressing brilliant hear students diagnose gaps watch pods secure knowledge revisit assessments edtech,5,3,Positive
501,coincides lordspublicscom stating social care poor relation nhs lockdown despite planning,1,2,Negative
502,coming days damianmaye updating amp sustainable foodsystems learning resource check hundreds items sorted theme food research foodresearchuk chrisshortccri reedmtweet drjohnlever,1,3,Negative
503,report pheuk shown death rate people learning disabilities significantly higher general public sciesocialcare turningpointuk disability publichealth healthcare,2,1,Positive
504,schools hit covid term tes investigation councils reveals areas least half state schools covid cases read education learning schoolclosures fridaythoughts insights news,0,1,Negative
505,protecting healthcare workers learning variation practice policy identified global crosssectional survey zaaminhussain haithamshoman cambridgehipdoc orthotwitter,4,2,Positive
506,pupils face covid penalty unless ofqual takes geographical differences account awarding grades next year education news schoolsweek schools learning disadvantagedchildren learninggap lockdown fridaythoughts,2,7,Negative
507,time global emergency world desperately needs solidarity humanity amidst widespread panic coronavirusuk coronavirus coronavirusoutbreak,2,9,Negative
508,recent work odihq impact education gets mention ft article sitting alongside real opportunity make digital learning much better experience future,3,0,Positive
509,young adults learning disabilities dying obscenely high rates compared young adults horrific indictment government pandemic effort,0,6,Negative
510,devastating thread chris hatton pheuk report published today deaths regards people learning disability,1,2,Negative
511,essential reading published today need action people learning disabilities much vulnerable dying also shocking not surprised,0,6,Negative
512,people learning disabilities dying coronavirus six times rate general population horrible stat evening must not infiltrate care homes,0,3,Negative
513,piersmorgan piers seen horrific figures relating people learning disabilities dying please take look not,1,4,Negative
514,sadly made health inequalities people learning disability already experience even worse speaking powerfully,4,5,Negative
515,great see mencapcharity talking shocking impact people learning disabilities,1,2,Negative
516,lead story huge rate deaths amongst people learning disabilities contract,2,1,Positive
517,combined effective contact tracing could amazing complement vaccine programne long term learning live homes contacttrial,3,0,Positive
518,rishisunak please tell hints another eatouttocatchcovid schemes sort sick joke meanare guys learning absolutely nothing comes dealing pandemic,1,7,Negative
519,pwcuk proud support girls education challenge fcdogec keeping girls learning throughout well supporting economic opportunities women beyond education wowprogramme dayofthegirl ukaid peopleinneed,5,2,Positive
520,inspiring day extraordinary woman great way spend lunch hour leader thank vanessa vallely obe ccmi wearethecity women educate learning womensupportingwomen sian darlington nezire turkan,8,2,Positive
521,action must include people learning disabilities top tier priority vaccine available not currently appear case ensure changed clairecnwl rayjjames vodgmembership learningdiseng,2,4,Negative
522,covid deaths people learning disability england six times average learningdisability,1,2,Negative
523,year students move remote learning friday november year students access remote learning home friday november year students return school normal monday november,0,2,Negative
524,days self isolation came close covid infection finished remote learning go honey soya milk tea coronavirus,0,4,Negative
525,coping stress outbreak make loved ones community stronger stay connected stay informed coronavirusuk coronavirus coronavirusoutbreak,5,4,Positive
526,join festival learning wellbeing amp inclusion november hear profngreenberg amp nickdgrey talk psychological health amp wellbeing health care staff risks moral injury experiences,4,3,Positive
527,difficult read important not let go research deaths people learning disabilities pay particular attention happened black asian ethnic minority people learning disabilities,1,3,Negative
528,enabling influencing seem crucial change time seeing amazing learning across nhs organisations leading system change nhs inthistogether,3,3,Neutral
529,children need brexit britain eu vaccine deal news,0,0,Neutral
530,live learninglet see goes edutwitter educating,0,0,Neutral
531,pheuk published research reviewing available data deaths people learningdisabilities england coronavirus pandemic,2,4,Negative
532,impact lockdown undergraduate postgraduate learning experiences education lockdown openaccess mendeleycatalog,0,0,Neutral
533,important analysis deaths people learning disabilities first wave,1,1,Neutral
534,stark figures today pheuk unequal impact death rate among learning disabilities times higher general population,0,3,Negative
535,type learning content successful supporting organisations andylancasteruk shares fosway survey video come top fof list,6,0,Positive
536,looking free industry certified course head learning platform developed ecoachuk today,1,1,Neutral
537,new figures prove learning disabled people bear brunt adjustments underreporting covid death rate people learningdisability times rate general population period,1,4,Negative
538,education news inspector shortage may prevent ofsted return majority ofstednews inspectors school leaders busy dealing demands warns ascluk read tes schools learning thursdaythoughts,1,3,Negative
539,bleakness surrounds pandemic essential prioritise mental health wellbeing coronavirusuk coronavirus coronavirusoutbreak,3,7,Negative
540,technology leading fight mobilelearning platform leap makes easier chws access amp share trusted information prevent spread mhealth,6,4,Positive
541,incredibly important depressing thread disproportionate impact people learning disabilities amp autism chrishattoncedr asks end got data going done,2,4,Negative
542,first wave death rate people aged learning disabilities times higher rate age group without disabilities pheuk researchers found full report published,0,1,Negative
543,new public health england analysis shows first wave death rate among people learning disabilities times higher general population phe professor john newton says findings deeply troubling,1,5,Negative
544,tony learning live alongside feels exercise clears head tune new wyhpartnership ourneighbours mini series november olderwiserowls,3,0,Positive
545,recent learning event statecitizen trust brazil china pakistan uk highlighted common tensions amp governance priorities moving forwards read latest blog,1,3,Negative
546,great thread privateeyenews taiwan succeeded tackling namely learning lessons sars immediate border controls amp quarantining effective track amp trace prepared following ebola outbreak amp fascinatingly hacktivism,7,4,Positive
547,make lost learning time make taking register efficient engaging fun see studybugs registers schools adapted,3,3,Neutral
548,charity claims afterschool sports clubs go ahead government climbdown find schoolsweek schools education learning lockdown covidrestrictions schoolclubs stemclubs wednesdaythoughts wednesdaymotivation,0,5,Negative
549,due confirmed cases within yr necessary extend yr period isolation nov yr return school tue nov continue provide full time remote learning via microsoft teams,1,1,Neutral
550,using machine learning track pandemic impact mentalhealth ai digitalhealth,1,2,Negative
551,shapiro amp mcdonald discuss learning support clinicians beyond support peers valued mental health workers wellbeing resilience peersupport,5,2,Positive
552,great listen appgsend behalf sensepolicy powerful hear young autistic people colleagues across sector impact learning appgsend,2,0,Positive
553,physical distancing helps limit spread means keeping distance least coronavirusuk coronavirus coronavirusoutbreak,0,4,Negative
554,glad contributed volume chapter author reader chapters found great solace learning contributors experiences research academictwitter academicchatter,3,1,Positive
555,thanks sharing key learning patients recovering eoeahps,3,0,Positive
556,rsm free resources series learning hub subscribe elist latest webinar updates register amp create online account inc nonmembers select meetings amp events amp elearning amp videos,1,3,Negative
557,really proud integrated care model warrington interested learning free webinar applying era,3,2,Positive
558,thanks hindlelinda sharing national ahp work support regional eoeahps learning sharing event,3,1,Positive
559,new resources term arriving site nyamirama tvet school provided equip support effective learning students reengage studies long absence education rwanda africa,2,7,Negative
560,level collaboration privatesector scientists seen unprecedented says stuartreidrvc one goods come pandemic discuss ukrinews gcrf royalvetcollege chglobalhealth,2,4,Negative
561,socialdistancing measures reduce spread coronavirus break chain transmission place worldwide guidelines help us keeping loved ones communities safe coronavirusuk,3,3,Neutral
562,socialdistancing measures reduce spread coronavirus break chain transmission place worldwide guidelines help us keeping loved ones communities safe,3,3,Neutral
563,pleased welcome back pupils today even made full ppe look exciting safety agp learning engagement positivelooking,8,3,Positive
564,using technology make us understand effect mental health mentalhealth mentalhealthawareness mentalhealthmatters ai artificialintelligence tech technology,2,2,Neutral
565,complacency dangerous catch report sharing learning across low middle income countries responses,0,3,Negative
566,support need less want build learning culture want digitally transform lampd department pace make best digital learning offer learning blendedlearning digitallearning,2,0,Positive
567,launched today champion amp support vcfse groups supporting communities thrivingcommunities network learning together initiative fund supported acenational moneypensionsuk naturalengland nhsengland nhscharities sportengland,8,0,Positive
568,disruptors according futuristgraeme least yrs digital transformation ai analytics robotics machine learning etc new channels amp data sources shifting geopolitics,0,4,Negative
569,use learning ensure capture good stuff make sure go back old habits new pslhub improvementcym learning covid toolkit patentsafety sharedlearning qualityimprovement,4,0,Positive
570,still impacting learners created series sector guides designed offer guidance might adapt delivery btec qualifications btec,1,0,Positive
571,truly team effort bringing together data learning amp outputs needed piece work part one wales response wales continue work great nhs public policy academic partners develop intelligence teamscience,3,0,Positive
572,amschange lunchtime learning mftpharmacy great turnout pharmacists keen learn antimicrobialstewardship amp behaviourchange amp apply want change people need clear need,3,3,Neutral
573,many us learning live lockdown politics international relations go usual read blog impact ukdiplomacy,1,0,Positive
574,working remote communities already camfed able respond quickly crisis disseminating information providing soap support keeping girls safe learning education everything girls angiemurimirwa girlseducation,4,4,Neutral
575,managing team remotely difficult nt take look week blog find mantle software help team lockdown nonprofit npo nptech,2,2,Neutral
576,dr tim inglis looks using environmental surveillance hong kong public health measures achieve low incidence pilot study could distinguish influenza minor respiratory infections coronastream,1,4,Negative
577,seen short article hub action review aar successful framework learning used ucl critical care teams pandemic pslhub patientsafety,6,3,Positive
578,edutwitter parents parenting teachers schools seen children england slipping back learning also gone significantly back social skills ofsted says three broad groups,2,3,Negative
579,celebrate scienceday prospect vaccine future uk regional science centres remains uncertain nt places exist promote science learning eligible apply culturerecoveryfund,5,2,Positive
580,truly devastating loss learning affect children globally like uk need build back better fundeducation,3,2,Positive
581,looking forward team getting started phiri building existing work wales uk part multidisciplinary eu wide group project help identify learning tackle health information inequalities amp share best practices amp expertise,3,5,Negative
582,stoke parent carer forum eysend amp responding west midlands virtual action learning set february next year cdctweets hear guest speakers amp get updates national eysend policy,0,2,Negative
583,final year medical student used elearning programme heetel created survey gather feedback users role specific survey takes minutes complete thebma,0,1,Negative
584,justaccepted journalmatheconomics learning versus habit formation optimal timing lockdown disease containment congrats uobbusiness k chatterjee pennstateecon unileicbusiness j roy uniofbath vivaeconomics,2,2,Neutral
585,using machine learning track pandemic impact mental health mentalhealth artificialintelligence machinelearning awakenai deeplearning tech future,2,3,Negative
586,ofsted children hardest hit pandemic regressing basic skills learning ofstednews,1,6,Negative
587,minutes truth scamdemic dr roger hodkinson mb frcpc fcap medical degrees cambridge university uk certified pathologist canada frcpc ceo western medical assessments medical director years,0,5,Negative
588,poor vc cancel live address new policies nothing controversy staff cuts disastrous league table performance wasting university funds vanity projects creating portsmouthuni second ucu dispute many years,1,7,Negative
589,charts welsh labour market thinking wales meddwl cymru cardiff university,0,1,Negative
590,emekaokoye well institutions need atleast make attempt not sure nigerian university tried even study strain talk less vaccine,2,1,Positive
591,thursday november join us share solacewomensaid amp justice studio covid research vawgrn seminar series join cc university greenwich lockdown domesticabuse,1,1,Neutral
592,devastating human toll texas correctional facilities revealed new report university texas austin researchers percent died jails never convicted crime criminology lawtwitter,2,7,Negative
593,karengilly recommend people read report prof john lionides stanford university also u tube interview prof sucharit bhakdi title told truth sucharit bhakdiespecially use pcr counting cases,2,3,Negative
594,vital tool university students help protect university wider community download app google play store apple app store haveyoudownloaded staysafe,3,3,Neutral
595,working liverpool tough disease deprivation many liverpool struggling food poverty please donate dmops liverpool university hospitals christmas fundraiser st andrews community network,5,5,Neutral
596,information university sunderland anduniversity sunderland london students wide range activities available participate quarantine beyond,1,5,Negative
597,friday celebrating recognising amazing microbiology department nottmhospitals passed mark tests across staff patients incredible achievement read full piece ajosephnotts,5,4,Positive
598,delighted welcoming back dr paul fisher current chair london bullion market also exboe expra university talk central banks responses join bankofengland covidresponse,2,1,Positive
599,nottingham trent university scientist dr cave developed mask kills viruses including contact amazing news mask ntu drcave,1,6,Negative
600,failure provide access equitable distribution could lead emergence vaccine privilegeor worstcase scenarios new apartheid separates haves havenots vaccine andypsumner,4,6,Negative
601,entrepreneurs managing impact sign kingstonunibiz small business leadership programme run partnership boost growth productivity challenging times beyondregister today,2,3,Negative
602,trentuni liliangreenwood help incredible work make local national news uk needs know incredible work nottingham trent university done rms ppe,4,0,Positive
603,challenging time international students uk right adetoun shares tips onlinelearning remember university help get wearetogether weareinternational,1,3,Negative
604,work testing uniofeastanglia norwichresearch featured new report acmedsci looks role academia industry uk response testing university,2,2,Neutral
605,james coe present explains role civic university liverpool importance higher education population together civic impact post brexit crucial take research expertise around europe internationally brexit foodsystemspolicyhub,0,2,Negative
606,asking means civic university giving local community not students example livuni supporting nhs ppe,4,2,Positive
607,caroline gatrell university liverpool management school discusses whether flexible working time creates sense entitlement,3,2,Positive
608,infection control nurse amy barnes talks experiences working infection control studying university throughout pandemic read blog,1,5,Negative
609,interesting piece university public engagement,2,1,Positive
610,new study led aneelbhangu covidsurg shows routine testing patients majorsurgery could reduce risk respiratory complications save lives download report nihrgsu drjamesglasbey,2,5,Negative
611,whole people supportive still slippage professor stephen reicher social psychologist university st andrews tells skynewsniall compliant uk public lockdown rules kayburley,3,0,Positive
612,university oxford joined forces thermo fisher scientific world leader serving science ramp university capacity deliver testing data,1,1,Neutral
613,think story university students trying get home christmas kevinthecarrot aldi uni university students christmas christmasiscoming uklockdown covidvaccine covidvaccines,0,3,Negative
614,government response crisis exposed true plans nhs billions handed private sector friday explore implications nhs staff patients testandtrace,1,3,Negative
615,oxford university phe confirm highsensitivity lateral flow tests bwddph drsakthi katealvanley furbera,0,0,Neutral
616,patients university hospital wales cardiff taking part research see mouthwash reduce levels virus saliva read,1,1,Neutral
617,government plans let students go home christmas riddled holes students university,1,2,Negative
